Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
Q8BP18	unreviewed	Zinc finger protein 101	10090	Mus musculus	612	IPR036236	213..311,310..367,366..423,422..479,478..608
Q8BP69	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1002	IPR036236	368..416,626..677,907..955
Q8BPP0	reviewed	Zinc finger protein 436	10090	Mus musculus	452	IPR036236	104..157,157..213,212..269,269..325,325..381,381..437
Q8BPQ2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	318	IPR036236	249..317
Q8BQB3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	190	IPR036236	84..138,140..189
Q8BQC1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	357	IPR036236	317..356
Q8BQC8	reviewed	RB-associated KRAB zinc finger protein	10090	Mus musculus	711	IPR036236	217..373,378..435,435..489,504..601,601..694
Q8BQN6	reviewed	Zinc finger protein OZF	10090	Mus musculus	292	IPR036236	15..66,80..137,136..193,192..286
Q8BR38	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	572	IPR036236	291..427,431..483
Q8BR51	unreviewed	Zinc finger protein 14	10090	Mus musculus	457	IPR036236	121..177,177..233,232..289,289..345,344..401,400..457
Q8BRK5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	108	IPR036236	15..65
Q8BRQ8	unreviewed	Uncharacterized protein	10090	Mus musculus	218	IPR036236	169..218
Q8BSG2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	122	IPR036236	16..121
Q8BSG9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	306	IPR036236	76..164
Q8BSL0	unreviewed	Zinc finger with KRAB and SCAN domains 8	10090	Mus musculus	588	IPR036236	330..425,424..481,480..583
Q8BSP5	unreviewed	Zinc finger and BTB domain-containing 21	10090	Mus musculus	894	IPR036236	578..601,602..640,737..787
Q8BSQ2	unreviewed	Zinc finger protein with KRAB and SCAN domains 3	10090	Mus musculus	459	IPR036236	311..447
Q8BSR1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	329	IPR036236	83..166,165..222,221..278,277..329
Q8BSY2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	675	IPR036236	135..180,179..234,239..314
Q8BTD0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	97	IPR036236	3..81
Q8BTH6	reviewed	Transcriptional repressor scratch 2	10090	Mus musculus	311	IPR036236	161..214,226..283
Q8BTW4	unreviewed	Zinc finger protein 282	10090	Mus musculus	667	IPR036236	513..645
Q8BU00	reviewed	Zinc finger protein Pegasus	10090	Mus musculus	419	IPR036236	81..161,364..411
Q8BU41	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	320	IPR036236	4..103,102..159,158..214,217..308
Q8BUB8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	82	IPR036236	9..68
Q8BUQ2	unreviewed	Uncharacterized protein	10090	Mus musculus	422	IPR036236	153..248,265..359,358..410
Q8BUQ3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	832	IPR036236	184..279,278..335,334..391,390..447,446..503,502..559,558..615,614..671,670..727,727..820
Q8BV07	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	274	IPR036236	203..272
Q8BV16	unreviewed	Zinc finger protein 398	10090	Mus musculus	643	IPR036236	340..382,395..438,437..493,493..586
Q8BV42	reviewed	Zinc finger protein 786	10090	Mus musculus	777	IPR036236	241..286,418..513,512..569,569..647,652..745
Q8BVH0	unreviewed	Zinc finger protein 398	10090	Mus musculus	511	IPR036236	208..250,263..306,305..361,361..454
Q8BW24	unreviewed	Zinc finger and BTB domain containing 38	10090	Mus musculus	544	IPR036236	339..389,450..532
Q8BW39	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	355	IPR036236	61..156,155..212,211..313
Q8BW71	unreviewed	Zinc finger and BTB domain-containing 38	10090	Mus musculus	928	IPR036236	339..389,450..532
Q8BX22	reviewed	Sal-like protein 4	10090	Mus musculus	1067	IPR036236	387..437,572..658,878..930
Q8BX23	unreviewed	Regulator of sex-limitation candidate 15	10090	Mus musculus	447	IPR036236	93..230,229..286,285..342,342..435
Q8BXA4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	378	IPR036236	277..314
Q8BXC7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	150	IPR036236	112..149
Q8BXJ2	reviewed	Transcriptional-regulating factor 1	10090	Mus musculus	1205	IPR036236	1020..1114
Q8BXJ4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	798	IPR036236	492..543
Q8BXJ8	reviewed	Zinc finger protein 385B	10090	Mus musculus	482	IPR036236	23..65,126..202,273..327,331..397
Q8BXU0	unreviewed	Zinc finger protein 324A	10090	Mus musculus	553	IPR036236	259..354,353..410,409..511
Q8BXX2	reviewed	Zinc finger and BTB domain-containing protein 49	10090	Mus musculus	756	IPR036236	384..479,495..577
Q8BY46	reviewed	Zinc finger protein 574	10090	Mus musculus	900	IPR036236	15..98,126..235,321..416,469..688,751..844
Q8BY64	unreviewed	Uncharacterized protein	10090	Mus musculus	238	IPR036236	77..174,173..230
Q8BYD7	unreviewed	Uncharacterized protein	10090	Mus musculus	256	IPR036236	82..254
Q8BYD9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	238	IPR036236	48..104,103..160,159..238
Q8BZ17	unreviewed	Zinc finger protein 459	10090	Mus musculus	267	IPR036236	82..208
Q8BZ34	reviewed	Zinc finger protein 641	10090	Mus musculus	422	IPR036236	248..335,354..406
Q8BZ72	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	96	IPR036236	27..95
Q8BZ89	reviewed	Zinc finger protein 322	10090	Mus musculus	410	IPR036236	89..146,146..202,201..385
Q8BZ94	reviewed	Zinc finger matrin-type protein 4	10090	Mus musculus	229	IPR036236	6..49,63..108,126..178,187..228
Q8BZ97	reviewed	PR domain zinc finger protein 8	10090	Mus musculus	688	IPR036236	625..687
Q8BZH4	reviewed	Pogo transposable element with ZNF domain	10090	Mus musculus	1409	IPR036236	558..607
Q8BZW4	reviewed	Zinc finger protein 120	10090	Mus musculus	436	IPR036236	81..129,126..221,220..277,276..374,392..436
Q8C020	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	771	IPR036236	224..264
Q8C0C0	reviewed	Zinc fingers and homeoboxes protein 2	10090	Mus musculus	836	IPR036236	70..103,105..160
Q8C0E6	unreviewed	Zinc finger protein 286	10090	Mus musculus	519	IPR036236	239..291,304..361,360..417,416..514
Q8C0I0	unreviewed	PR domain zinc finger protein 1	10090	Mus musculus	727	IPR036236	130..179,205..283,289..368,373..430,430..508,514..570,570..626,626..719
Q8C0L3	unreviewed	Uncharacterized protein	10090	Mus musculus	529	IPR036236	164..239,244..301,301..379,384..441,454..506
Q8C0P2	unreviewed	Zinc finger protein 58-like	10090	Mus musculus	348	IPR036236	94..143,142..199,198..253,257..345
Q8C0Q2	reviewed	Zinc fingers and homeoboxes protein 3	10090	Mus musculus	951	IPR036236	103..158
Q8C0Q5	unreviewed	Zinc finger protein 317	10090	Mus musculus	607	IPR036236	221..316,316..372,371..428,427..484,484..581
Q8C0V8	unreviewed	PR domain zinc finger protein 4	10090	Mus musculus	719	IPR036236	508..602,602..658
Q8C148	unreviewed	Zinc finger protein 60-like	10090	Mus musculus	686	IPR036236	171..266,265..322,321..400,405..462,461..518,517..574,574..671
Q8C1B9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	441	IPR036236	8..103,102..159,158..215,214..271,270..327,326..382,381..438
Q8C1D2	unreviewed	Uncharacterized protein	10090	Mus musculus	398	IPR036236	125..220,219..276,275..332,331..384
Q8C1M0	unreviewed	Protein arginine N-methyltransferase 3	10090	Mus musculus	418	IPR036236	29..147
Q8C208	reviewed	Zinc finger protein Eos	10090	Mus musculus	586	IPR036236	157..266,529..578
Q8C287	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	489	IPR036236	321..416,416..472
Q8C2B8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	92	IPR036236	1..77
Q8C2C0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	97	IPR036236	7..59
Q8C393	unreviewed	Zinc finger, imprinted 1	10090	Mus musculus	579	IPR036236	268..362,361..455,473..567
Q8C3U9	unreviewed	Zinc finger and BTB domain containing 37	10090	Mus musculus	504	IPR036236	376..449
Q8C4J2	unreviewed	Zinc finger protein 26	10090	Mus musculus	766	IPR036236	280..324,339..437,436..493,492..549,548..605,604..661,660..717,717..766
Q8C563	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	239	IPR036236	5..78,86..140,139..233
Q8C5F2	unreviewed	Zinc finger and BTB domain-containing protein 37	10090	Mus musculus	476	IPR036236	348..421
Q8C5G3	unreviewed	Zinc finger and SCAN domain-containing protein 22	10090	Mus musculus	496	IPR036236	278..335,334..391,390..484
Q8C5J0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	613	IPR036236	505..611
Q8C5L0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	124	IPR036236	10..78
Q8C5P2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	189	IPR036236	1..31
Q8C5P6	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	273	IPR036236	131..219
Q8C668	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	516	IPR036236	104..160,159..215,214..271,270..327,326..383,382..512
Q8C687	unreviewed	Zinc finger protein 883-like	10090	Mus musculus	612	IPR036236	200..256,255..333,338..395,394..473,478..608
Q8C689	unreviewed	Zinc finger protein 113	10090	Mus musculus	439	IPR036236	164..210,209..266,265..322,321..378,378..425
Q8C6B5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	300	IPR036236	181..208,219..297
Q8C6D3	unreviewed	Zinc finger and SCAN domain-containing protein 12	10090	Mus musculus	501	IPR036236	277..356,361..418,440..492
Q8C6P8	reviewed	Zinc finger protein 57	10090	Mus musculus	421	IPR036236	134..186
Q8C6W5	unreviewed	Zinc finger protein 182	10090	Mus musculus	645	IPR036236	213..308,307..364,364..420,419..513,524..619
Q8C763	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	551	IPR036236	4..143
Q8C7A0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	581	IPR036236	76..166,199..295,295..351,351..449,466..559
Q8C827	reviewed	Zinc finger protein 62	10090	Mus musculus	914	IPR036236	129..246,251..330,335..414,419..498,503..560,560..616,615..694,699..839
Q8C879	unreviewed	Zinc finger protein 202	10090	Mus musculus	641	IPR036236	399..482,482..538,538..635
Q8C8J4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	249	IPR036236	185..232
Q8C8S0	unreviewed	Zinc finger and BTB domain containing 26	10090	Mus musculus	451	IPR036236	307..389
Q8C8V1	reviewed	Zinc finger protein ZXDC	10090	Mus musculus	858	IPR036236	176..322,343..439
Q8C900	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	434	IPR036236	382..424
Q8C964	unreviewed	Zinc finger protein 764	10090	Mus musculus	431	IPR036236	149..267,272..330,329..386
Q8C9M8	unreviewed	Zinc finger protein 446	10090	Mus musculus	523	IPR036236	413..518
Q8C9U5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	355	IPR036236	74..210,214..266
Q8C9X3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	198	IPR036236	56..137
Q8CAT6	unreviewed	Early growth response protein	10090	Mus musculus	533	IPR036236	327..412
Q8CB25	unreviewed	BCL6 transcription repressor	10090	Mus musculus	707	IPR036236	517..677
Q8CB43	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	701	IPR036236	86..180
Q8CB76	unreviewed	Zinc finger protein 449	10090	Mus musculus	518	IPR036236	321..416,415..509
Q8CBF5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	387	IPR036236	32..81,120..169,195..247,334..384
Q8CBK7	unreviewed	Uncharacterized protein	10090	Mus musculus	543	IPR036236	150..202,216..273,272..366,384..442,441..498
Q8CBR9	unreviewed	Cyclic AMP-dependent transcription factor ATF-2	10090	Mus musculus	420	IPR036236	2..31
Q8CC25	unreviewed	Zinc finger and BTB domain-containing protein 21	10090	Mus musculus	1036	IPR036236	574..615,699..729,741..777,778..801,802..840,937..987
Q8CCA6	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	795	IPR036236	154..265,473..558
Q8CCE9	reviewed	Transcription factor E4F1	10090	Mus musculus	783	IPR036236	187..269,432..596
Q8CCH7	reviewed	Zinc finger protein ZFPM2	10090	Mus musculus	1151	IPR036236	245..276,336..385,543..574,682..714,848..878,1115..1145
Q8CCM5	unreviewed	Zinc finger protein 37	10090	Mus musculus	590	IPR036236	249..344,343..400,399..478,483..577
Q8CCP6	unreviewed	Zfp108 protein	10090	Mus musculus	642	IPR036236	279..374,374..430,430..486,488..540,540..633
Q8CCP9	unreviewed	Uncharacterized protein	10090	Mus musculus	319	IPR036236	198..318
Q8CD61	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	414	IPR036236	208..256
Q8CDB1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	498	IPR036236	182..205,206..244,341..391
Q8CDC7	reviewed	Zinc finger and BTB domain-containing protein 9	10090	Mus musculus	459	IPR036236	395..434
Q8CE00	unreviewed	Zinc finger protein 26	10090	Mus musculus	600	IPR036236	145..189,204..302,301..379,385..442,441..496,500..595
Q8CE64	reviewed	Zinc finger protein 276	10090	Mus musculus	614	IPR036236	449..542
Q8CEA3	unreviewed	Zinc finger protein 60	10090	Mus musculus	704	IPR036236	171..266,265..322,321..378,377..434,434..490,489..546,545..602,601..695
Q8CEC4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	244	IPR036236	157..227
Q8CEE5	unreviewed	C3H1-type domain-containing protein	10090	Mus musculus	870	IPR036236	745..784
Q8CF60	reviewed	Zinc finger protein 263	10090	Mus musculus	680	IPR036236	375..418,433..556,580..678
Q8CFA7	reviewed	Krueppel-like factor 17	10090	Mus musculus	341	IPR036236	270..339
Q8CFE9	unreviewed	Uncharacterized protein	10090	Mus musculus	579	IPR036236	119..205,266..360,359..416,415..472,471..569
Q8CFF3	unreviewed	Zfp758 protein	10090	Mus musculus	545	IPR036236	175..270,270..326,326..382,382..438,438..531
Q8CFT9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	198	IPR036236	49..149
Q8CG25	unreviewed	ZFP413	10090	Mus musculus	465	IPR036236	157..251,250..305,309..363,362..460
Q8CGB4	unreviewed	Atf2 protein	10090	Mus musculus	487	IPR036236	2..31
Q8CGF0	unreviewed	Zinc finger protein 334	10090	Mus musculus	679	IPR036236	235..329,328..385,384..482,541..673
Q8CGF2	unreviewed	Zfp715 protein	10090	Mus musculus	865	IPR036236	318..372,371..428,427..484,483..540,539..643,655..707,706..763,762..860
Q8CGG0	unreviewed	Zfp715 protein	10090	Mus musculus	730	IPR036236	292..346,345..402,401..458,457..514,513..617,629..718
Q8CGH9	unreviewed	Zfp444 protein	10090	Mus musculus	305	IPR036236	187..236,252..304
Q8CHF2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1898	IPR036236	1433..1459
Q8CHG2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1055	IPR036236	421..469,679..730,960..1008
Q8CII0	reviewed	Zinc finger and BTB domain-containing protein 8B	10090	Mus musculus	484	IPR036236	342..397
Q8CII6	unreviewed	Zinc finger protein 442	10090	Mus musculus	611	IPR036236	73..168,184..276,275..332,331..388,387..444,444..500,499..593
Q8CIP9	unreviewed	KRAB zinc finger protein 6D	10090	Mus musculus	271	IPR036236	61..112,111..168,168..261
Q8CIV7	reviewed	Transcription factor Ovo-like 2	10090	Mus musculus	274	IPR036236	117..192
Q8CJ33	unreviewed	Myoneurin	10090	Mus musculus	13	IPR036236	1..13
Q8CJ34	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	44	IPR036236	2..43
Q8CJ35	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	41	IPR036236	1..39
Q8CJ36	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	50	IPR036236	1..49
Q8CJ78	reviewed	Zinc finger protein 628	10090	Mus musculus	1038	IPR036236	34..127,126..220,346..398,444..539,538..632
Q8JZL0	reviewed	Zinc finger protein 467	10090	Mus musculus	594	IPR036236	158..253,253..323,351..389,428..564
Q8K056	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	403	IPR036236	1..96,95..152,151..230,235..292,291..385
Q8K083	reviewed	Zinc finger protein 536	10090	Mus musculus	1302	IPR036236	128..180,274..319,345..395,627..657,755..803
Q8K088	reviewed	Zinc finger and BTB domain-containing protein 6	10090	Mus musculus	423	IPR036236	309..399
Q8K0D9	unreviewed	Zinc finger protein 60	10090	Mus musculus	704	IPR036236	171..266,265..322,321..378,377..434,434..490,489..546,545..602,601..695
Q8K0G4	unreviewed	Uncharacterized protein	10090	Mus musculus	543	IPR036236	150..202,216..273,272..366,384..442,441..498
Q8K0G9	unreviewed	Zinc finger protein 119b	10090	Mus musculus	543	IPR036236	165..216,267..324,323..380,379..436,435..529
Q8K0L9	reviewed	Zinc finger and BTB domain-containing protein 20	10090	Mus musculus	741	IPR036236	576..671
Q8K0R1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	491	IPR036236	128..224
Q8K167	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	648	IPR036236	21..70,69..126,125..204,209..266,265..322,321..378,377..434,433..490,489..546,545..639
Q8K184	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	228	IPR036236	133..185
Q8K1J0	unreviewed	Trps1 protein	10090	Mus musculus	1092	IPR036236	1027..1074
Q8K1K9	reviewed	Histone H4 transcription factor	10090	Mus musculus	503	IPR036236	161..247,250..302,308..361
Q8K1M4	reviewed	Zinc finger protein GLIS1	10090	Mus musculus	789	IPR036236	366..396,414..513
Q8K1S5	reviewed	Krueppel-like factor 11	10090	Mus musculus	502	IPR036236	398..469
Q8K293	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	319	IPR036236	111..205,205..261,261..317
Q8K2A4	unreviewed	Zinc finger protein 87	10090	Mus musculus	540	IPR036236	79..174,173..230,229..308,313..392,397..454,480..537
Q8K2R5	reviewed	Zinc finger protein 668	10090	Mus musculus	619	IPR036236	93..149,149..205,205..261,261..317,317..410,510..594
Q8K2Z5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	386	IPR036236	1..57,56..113,112..169,168..225,224..281,280..374
Q8K321	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	316	IPR036236	247..296
Q8K327	reviewed	Chromosome alignment-maintaining phosphoprotein 1	10090	Mus musculus	802	IPR036236	726..761
Q8K339	reviewed	DNA/RNA-binding protein KIN17	10090	Mus musculus	391	IPR036236	26..66
Q8K3J5	reviewed	Zinc finger protein 131	10090	Mus musculus	619	IPR036236	269..374,389..438
Q8K3L2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	368	IPR036236	10..60
Q8K4N4	unreviewed	Transcription factor MZF-2A	10090	Mus musculus	735	IPR036236	365..459,485..579,578..635,635..732
Q8QZZ2	unreviewed	Zinc finger protein 418	10090	Mus musculus	635	IPR036236	234..332,332..388,387..466,471..528,528..584,583..634
Q8R0A2	reviewed	Zinc finger and BTB domain-containing protein 44	10090	Mus musculus	453	IPR036236	396..445
Q8R0A4	unreviewed	Zfp295 protein	10090	Mus musculus	866	IPR036236	550..573,574..612,709..759
Q8R0E0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	412	IPR036236	132..184,197..254,253..310,309..407
Q8R0K0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	337	IPR036236	119..176,175..232,231..325
Q8R0L3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	386	IPR036236	49..164,169..226,225..282,281..379
Q8R0S1	reviewed	Cyclic AMP-dependent transcription factor ATF-7	10090	Mus musculus	413	IPR036236	3..31
Q8R0T2	reviewed	Zinc finger protein 768	10090	Mus musculus	568	IPR036236	287..404,410..466,466..559
Q8R0U9	unreviewed	Zfp707 protein	10090	Mus musculus	338	IPR036236	142..236,235..333
Q8R0V2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	340	IPR036236	58..117,125..182,181..239,238..295
Q8R0W4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	353	IPR036236	2..59,58..156,215..347
Q8R118	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	205	IPR036236	1..55,54..111,110..204
Q8R1B1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	526	IPR036236	185..280,279..336,335..414,419..513
Q8R1D1	reviewed	Zinc finger protein 426	10090	Mus musculus	550	IPR036236	210..256,272..367,366..423,422..516,520..550
Q8R1N0	reviewed	Zinc finger protein 830	10090	Mus musculus	363	IPR036236	49..84
Q8R1N3	unreviewed	Predicted gene, OTTMUSG00000010657	10090	Mus musculus	573	IPR036236	183..277,277..333,333..389,388..445,445..501,501..557
Q8R1Y5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	140	IPR036236	7..113
Q8R2M7	unreviewed	Zinc finger protein 472	10090	Mus musculus	528	IPR036236	185..284,283..340,339..396,396..452,451..508
Q8R2Q3	unreviewed	Zinc finger protein 940	10090	Mus musculus	566	IPR036236	245..371,377..433,432..535
Q8R2Q7	unreviewed	C3H1-type domain-containing protein	10090	Mus musculus	869	IPR036236	744..783
Q8R2V3	reviewed	Zinc finger protein 445	10090	Mus musculus	986	IPR036236	469..520,551..603,631..680,719..768,794..846,933..983
Q8R3B9	unreviewed	Prdm4 protein	10090	Mus musculus	743	IPR036236	532..626,626..682
Q8R3D4	unreviewed	Zinc finger protein 282	10090	Mus musculus	657	IPR036236	513..565
Q8R3F9	reviewed	Speckle targeted PIP5K1A-regulated poly(A) polymerase	10090	Mus musculus	869	IPR036236	5..45
Q8R3U3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	271	IPR036236	108..186,192..248
Q8R572	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	291	IPR036236	14..66
Q8R573	unreviewed	cDNA sequence BC023179	10090	Mus musculus	416	IPR036236	201..258,257..314,313..416
Q8VC29	unreviewed	Zinc finger protein 709	10090	Mus musculus	727	IPR036236	130..179,205..283,289..368,373..430,430..508,514..570,570..626,626..719
Q8VCI1	unreviewed	Zinc finger protein 566	10090	Mus musculus	386	IPR036236	148..204,203..282,287..381
Q8VCZ7	reviewed	Zinc finger and BTB domain-containing protein 7C	10090	Mus musculus	619	IPR036236	378..466
Q8VD12	reviewed	Zinc finger protein 385A	10090	Mus musculus	386	IPR036236	31..109,188..231,237..292
Q8VDH6	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	499	IPR036236	100..177,183..261,267..324,324..402,407..462
Q8VDL3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	683	IPR036236	141..238,237..291,297..350,350..406,405..462,461..518,517..574,573..667
Q8VDL9	reviewed	Zinc finger protein GLIS2	10090	Mus musculus	521	IPR036236	168..197,216..313
Q8VDQ6	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	513	IPR036236	137..232,232..288,288..344,344..400,400..456,456..512
Q8VDT8	unreviewed	Zinc finger protein 189	10090	Mus musculus	608	IPR036236	117..251,250..307,306..404,436..603
Q8VDZ7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	318	IPR036236	249..317
Q8VEC1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	511	IPR036236	154..210,210..266,266..322,322..378,378..434,434..490
Q8VEH2	unreviewed	Matrin-type domain-containing protein	10090	Mus musculus	845	IPR036236	630..661
Q8VEM6	unreviewed	Zinc finger protein 68	10090	Mus musculus	606	IPR036236	298..354,353..410,409..466,465..559
Q8VEN0	unreviewed	cDNA sequence BC018101	10090	Mus musculus	546	IPR036236	110..204,222..275,274..331,330..387,386..443,442..540
Q8VHT7	reviewed	Transcription factor IIIA	10090	Mus musculus	364	IPR036236	49..124,146..186,186..213,223..302
Q8VHX1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	549	IPR036236	474..515
Q8VI41	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	549	IPR036236	474..515
Q8VI67	reviewed	Transcription factor Sp7	10090	Mus musculus	428	IPR036236	305..374
Q8VIG1	reviewed	RE1-silencing transcription factor	10090	Mus musculus	1082	IPR036236	239..383
Q91VL6	unreviewed	Zinc finger protein 825	10090	Mus musculus	274	IPR036236	61..112,111..168,167..224,223..274
Q91VL9	reviewed	Zinc finger and BTB domain-containing protein 1	10090	Mus musculus	713	IPR036236	575..624,633..684
Q91VM8	unreviewed	Zinc finger protein 959	10090	Mus musculus	539	IPR036236	259..374,379..436,435..529
Q91VN1	reviewed	Zinc finger protein 24	10090	Mus musculus	368	IPR036236	249..361
Q91VP4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	710	IPR036236	141..236,235..292,291..348,347..404,403..461,460..517,516..594,600..694
Q91VW8	unreviewed	Zinc finger protein 790	10090	Mus musculus	775	IPR036236	173..313,312..453,452..546,617..710
Q91VW9	reviewed	Zinc finger protein with KRAB and SCAN domains 3	10090	Mus musculus	553	IPR036236	311..447,479..529
Q91VY9	reviewed	Cytoplasmic 60S subunit biogenesis factor ZNF622	10090	Mus musculus	476	IPR036236	63..100,231..308
Q91W94	unreviewed	Zfp71-rs1 protein	10090	Mus musculus	390	IPR036236	77..122,131..230,229..286,285..379
Q91WF9	unreviewed	Zinc finger protein 160	10090	Mus musculus	650	IPR036236	144..196,210..267,266..323,322..379,378..435,434..512,518..649
Q91WM0	unreviewed	Zfp617 protein	10090	Mus musculus	559	IPR036236	137..232,231..288,288..344,343..400,399..456,455..549
Q91X45	reviewed	Zinc finger and BTB domain-containing protein 3	10090	Mus musculus	518	IPR036236	419..466
Q91Z24	unreviewed	Expressed sequence AI449175	10090	Mus musculus	422	IPR036236	153..248,265..359,358..410
Q91ZD1	reviewed	Protein odd-skipped-related 2	10090	Mus musculus	312	IPR036236	170..306
Q921B4	reviewed	Neurotrophin receptor-interacting factor 2	10090	Mus musculus	824	IPR036236	674..810
Q921K6	unreviewed	Zinc finger protein 7	10090	Mus musculus	685	IPR036236	187..285,285..378,410..505,504..602,620..670
Q921R3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	334	IPR036236	85..166,180..236,235..292
Q921U4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	304	IPR036236	3..55,78..129,129..185,185..241,241..289
Q921X0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	370	IPR036236	77..192,197..325
Q922D0	unreviewed	Zinc finger protein 84	10090	Mus musculus	559	IPR036236	247..342,341..398,397..454,453..547
Q922H1	reviewed	Protein arginine N-methyltransferase 3	10090	Mus musculus	528	IPR036236	26..147
Q922Y8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	323	IPR036236	115..172,194..237,256..305
Q923B3	reviewed	Neurotrophin receptor-interacting factor 1	10090	Mus musculus	828	IPR036236	665..721,720..814
Q923C0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	309	IPR036236	280..307
Q923D1	unreviewed	Zinc finger protein 61	10090	Mus musculus	555	IPR036236	309..404,403..460,460..516
Q923E2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	393	IPR036236	45..98,98..154,153..210,210..266,266..322,322..378
Q923T4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	484	IPR036236	64..159,159..215,214..308
Q925H1	reviewed	Zinc finger transcription factor Trps1	10090	Mus musculus	1281	IPR036236	1216..1263
