Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Zinc finger	Coiled coil	Compositional bias	Domain [CC]	Domain [FT]	Repeat	Region	Protein families	Motif	Sequence similarities
E9Q7E2	reviewed	ARID2_MOUSE	AT-rich interactive domain-containing protein 2 (ARID domain-containing protein 2) (BRG1-associated factor 200) (BAF200) (Zinc finger protein with activation potential) (Zipzap/p200)	Arid2 Baf200	Mus musculus (Mouse)	1828	ZN_FING 1626..1651; /note="C2H2-type"; /evidence="ECO:0000250|UniProtKB:Q68CP9"		COMPBIAS 987..1011; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1245..1259; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1267..1283; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1295..1320; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1366..1379; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1390..1400; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1419..1428; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1491..1503; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1567..1586; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1702..1714; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		DOMAIN 13..105; /note="ARID"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00355"		REGION 824..843; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 962..1028; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1245..1339; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1360..1462; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1483..1503; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1566..1618; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1697..1726; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	RFX family	MOTIF 313..317; /note="LXXLL"; /evidence="ECO:0000250|UniProtKB:Q68CP9"	SIMILARITY: Belongs to the RFX family. {ECO:0000255|PROSITE-ProRule:PRU00858}.
E9Q8T2	reviewed	PRD15_MOUSE	PR domain zinc finger protein 15 (EC 2.1.1.-) (PR domain-containing protein 15)	Prdm15	Mus musculus (Mouse)	1174	ZN_FING 402..424; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 434..457; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 468..486; /note="C2H2-type 3; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 495..517; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 522..544; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 571..593; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 598..620; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 661..684; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 689..711; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 725..747; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 753..775; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 781..803; /note="C2H2-type 12"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 809..831; /note="C2H2-type 13"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 837..859; /note="C2H2-type 14"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 865..888; /note="C2H2-type 15"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 261..271; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 292..304; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 644..655; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 962..973; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		DOMAIN 75..185; /note="SET"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00190"		REGION 252..307; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 639..658; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 957..1007; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1147..1174; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"			
E9QAG8	reviewed	ZN431_MOUSE	Zinc finger protein 431 (Zinc finger protein 932)	Znf431 Zfp431 Zfp932	Mus musculus (Mouse)	526	ZN_FING 104..126; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 132..154; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 160..182; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 188..210; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 216..238; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 244..266; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 272..294; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 300..322; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 328..350; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 356..378; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 384..406; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 412..434; /note="C2H2-type 12"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 440..462; /note="C2H2-type 13"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 468..490; /note="C2H2-type 14"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 496..518; /note="C2H2-type 15"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"			DOMAIN: The KRAB domain is necessary for its repressive activity.	DOMAIN 5..76; /note="KRAB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"					
E9QAM5	reviewed	HELZ2_MOUSE	3'-5' exoribonuclease HELZ2 (EC 3.1.13.1) (ATP-dependent RNA helicase PRIC285) (EC 3.6.4.13) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1)	Helz2	Mus musculus (Mouse)	2947	ZN_FING 85..114; /note="C3H1-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00723"; ZN_FING 167..187; /note="C2H2-type"; ZN_FING 221..245; /note="C3H1-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00723"; ZN_FING 289..311; /note="C2H2-type; atypical"			DOMAIN: Contains 5 Leu-Xaa-Xaa-Leu-Leu (LXXLL) motifs. These motifs are not required for interaction with PPARG (By similarity). {ECO:0000250|UniProtKB:Q9BYK8}.	DOMAIN 769..1317; /note="UvrD-like helicase ATP-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00560"; DOMAIN 2449..2726; /note="UvrD-like helicase ATP-binding 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00560"		REGION 809..1290; /note="Interaction with THRAP3"; /evidence="ECO:0000250|UniProtKB:Q9BYK8"; REGION 1260..1292; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 2413..2947; /note="Interaction with THRAP3"; /evidence="ECO:0000250|UniProtKB:Q9BYK8"	DNA2/NAM7 helicase family	MOTIF 913..916; /note="DEAA box"; MOTIF 1306..1310; /note="LXXLL motif 1"; MOTIF 1348..1352; /note="LXXLL motif 2"; MOTIF 1403..1407; /note="LXXLL motif 3"; MOTIF 2240..2244; /note="LXXLL motif 4"; MOTIF 2525..2529; /note="LXXLL motif 5"	SIMILARITY: Belongs to the DNA2/NAM7 helicase family. {ECO:0000305}.
I7HJS4	reviewed	ZN683_MOUSE	Tissue-resident T-cell transcription regulator protein ZNF683 (Homolog of Blimp-1 in T-cell) (Hobit) (Zinc finger protein 683)	Znf683 Gm13060 Zfp683	Mus musculus (Mouse)	458	ZN_FING 301..323; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 329..351; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 357..379; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"						REGION 84..109; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 249..275; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
O08900	reviewed	IKZF3_MOUSE	Zinc finger protein Aiolos (Ikaros family zinc finger protein 3)	Ikzf3 Zfpn1a3 Znfn1a3	Mus musculus (Mouse)	507	ZN_FING 117..139; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 145..167; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 173..195; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 201..223; /note="C2H2-type 4; atypical"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 450..472; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 478..502; /note="C2H2-type 6; atypical"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 33..46; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 56..72; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	DOMAIN: C2H2-type 5 and C2H2-type 6 mediate homodimerization and heterodimerization. {ECO:0000250|UniProtKB:Q9UKT9}.			REGION 1..85; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 370..396; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 450..502; /note="Mediates homodimerization and heterodimerization"; /evidence="ECO:0000250|UniProtKB:Q9UKT9"	Ikaros C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the Ikaros C2H2-type zinc-finger protein family. {ECO:0000305}.
O35615	reviewed	FOG1_MOUSE	Zinc finger protein ZFPM1 (Friend of GATA protein 1) (FOG-1) (Friend of GATA 1) (Zinc finger protein multitype 1)	Zfpm1 Fog Fog1	Mus musculus (Mouse)	995	ZN_FING 249..282; /note="CCHC FOG-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01153"; ZN_FING 303..327; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 333..355; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 361..384; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 584..617; /note="CCHC FOG-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01153"; ZN_FING 690..723; /note="CCHC FOG-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01153"; ZN_FING 830..863; /note="CCHC FOG-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01153"; ZN_FING 868..891; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 957..990; /note="CCHC FOG-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01153"		COMPBIAS 1..14; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 15..36; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 67..78; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 86..95; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 728..740; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 764..779; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 908..922; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	DOMAIN: The CCHC FOG-type zinc fingers 1, 2, 3 and 5 bind directly to GATA-type zinc fingers. The Tyr residue adjacent to the last Cys of the CCHC FOG-type zinc finger is essential for the interaction with GATA-type zinc fingers.			REGION 1..103; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 343..354; /note="Interaction with TACC3"; /evidence="ECO:0000269|PubMed:15234987"; REGION 424..526; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 616..694; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 721..827; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 811..817; /note="Interaction with CTBP2"; REGION 892..960; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	FOG (Friend of GATA) family		SIMILARITY: Belongs to the FOG (Friend of GATA) family. {ECO:0000255|PROSITE-ProRule:PRU01153}.
O35738	reviewed	KLF12_MOUSE	Krueppel-like factor 12 (Transcriptional repressor AP-2rep)	Klf12 Ap2rep	Mus musculus (Mouse)	402	ZN_FING 317..341; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 347..371; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 377..399; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"			DOMAIN: The 9aaTAD motif is a transactivation domain present in a large number of yeast and animal transcription factors. In KLF12, the motif is inactive. {ECO:0000250|UniProtKB:Q9Y4X4}.			REGION 81..144; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 219..254; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Sp1 C2H2-type zinc-finger protein family	MOTIF 80..88; /note="9aaTAD; inactive"; /evidence="ECO:0000250|UniProtKB:Q9Y4X4"	SIMILARITY: Belongs to the Sp1 C2H2-type zinc-finger protein family. {ECO:0000305}.
O35739	reviewed	KLF9_MOUSE	Krueppel-like factor 9 (Basic transcription element-binding protein 1) (BTE-binding protein 1) (GC-box-binding protein 1) (Transcription factor BTEB1)	Klf9 Bteb Bteb-1 Bteb1	Mus musculus (Mouse)	244	ZN_FING 143..167; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 173..197; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 203..225; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 32..51; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 134..143; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 26..51; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 79..143; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Sp1 C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the Sp1 C2H2-type zinc-finger protein family. {ECO:0000305}.
O35914	reviewed	BNC1_MOUSE	Zinc finger protein basonuclin-1	Bnc1 Bnc	Mus musculus (Mouse)	961	ZN_FING 325..348; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 353..382; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 687..711; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 715..743; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 895..918; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 923..950; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 531..547; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 548..560; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 210..219; /note="Hydrophobic"; REGION 370..393; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 523..572; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 810..864; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 937..961; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"		MOTIF 501..507; /note="Nuclear localization signal"; /evidence="ECO:0000250"	
O70237	reviewed	GFI1B_MOUSE	Zinc finger protein Gfi-1b (Growth factor independent protein 1B)	Gfi1b	Mus musculus (Mouse)	330	ZN_FING 163..186; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 192..214; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 220..242; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 248..270; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 276..298; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 304..327; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"			DOMAIN: The zinc finger domain is essential for erythroid expansion and acts as an activation domain whereas non finger domain serves as repression domain. {ECO:0000269|PubMed:12351384}.; DOMAIN: The SNAG domain of GFIs is required for nuclear location and for interaction with some corepressors. {ECO:0000250}.			REGION 1..21; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1..20; /note="SNAG domain"; REGION 75..99; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 91..330; /note="Interaction with ARIH2"; /evidence="ECO:0000250"; REGION 164..330; /note="Mediates interaction with GATA1"; /evidence="ECO:0000250"			
O70494	reviewed	SP3_MOUSE	Transcription factor Sp3	Sp3	Mus musculus (Mouse)	783	ZN_FING 623..647; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 653..677; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 683..705; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 1..12; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 310..319; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 322..340; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	DOMAIN: The 9aaTAD motif is a transactivation domain present in a large number of yeast and animal transcription factors. {ECO:0000250|UniProtKB:Q02447}.			REGION 1..55; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 140..239; /note="Transactivation domain (Gln-rich)"; /evidence="ECO:0000250"; REGION 302..340; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 352..501; /note="Transactivation domain (Gln-rich)"; /evidence="ECO:0000250"; REGION 536..622; /note="Repressor domain"; /evidence="ECO:0000250"	Sp1 C2H2-type zinc-finger protein family	MOTIF 463..471; /note="9aaTAD"; /evidence="ECO:0000250|UniProtKB:Q02447"	SIMILARITY: Belongs to the Sp1 C2H2-type zinc-finger protein family. {ECO:0000305}.
O88282	reviewed	BCL6B_MOUSE	B-cell CLL/lymphoma 6 member B protein (Bcl6-associated zinc finger protein)	Bcl6b Bazf	Mus musculus (Mouse)	474	ZN_FING 323..345; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 351..373; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 379..401; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 407..429; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 435..458; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 150..160; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 162..172; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 173..183; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 210..220; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 240..249; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	DOMAIN: Amino acids 178-210 are essential for repression activity.	DOMAIN 38..105; /note="BTB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00037"		REGION 144..190; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 210..249; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"			
O88286	reviewed	WIZ_MOUSE	Protein Wiz (Widely-interspaced zinc finger-containing protein)	Wiz	Mus musculus (Mouse)	1684	ZN_FING 308..330; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 345..367; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 454..477; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 734..756; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 802..824; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 903..925; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1076..1098; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1260..1282; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1430..1452; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1629..1655; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 13..24; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1040..1057; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1556..1574; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1599..1611; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	DOMAIN: The C2H2-type zinc finger 10 mediates interaction with EHMT1 and EHMT2.			REGION 1..77; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 854..876; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1005..1072; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1063..1067; /note="Interaction with CTBP1 and CTBP2 1"; /evidence="ECO:0000269|PubMed:16702210"; REGION 1127..1208; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1247..1251; /note="Interaction with CTBP1 and CTBP2 2"; /evidence="ECO:0000269|PubMed:16702210"; REGION 1320..1384; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1496..1587; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1592..1611; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1662..1684; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
O88291	reviewed	ZN326_MOUSE	DBIRD complex subunit ZNF326 (Zinc finger protein 326) (Zinc finger protein interacting with mRNPs) (Zinc finger protein-associated with nuclear matrix of 75 kDa)	Znf326 Zan75 Zfp326 Zird	Mus musculus (Mouse)	580	ZN_FING 314..336; /note="C2H2 AKAP95-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01140"; ZN_FING 407..430; /note="C2H2 AKAP95-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01140"		COMPBIAS 272..290; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 483..529; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 540..562; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 1..124; /note="Mediates transcriptional activation"; REGION 156..196; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 256..302; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 470..580; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	AKAP95 family	MOTIF 238..260; /note="Bipartite nuclear localization signal"	SIMILARITY: Belongs to the AKAP95 family. {ECO:0000255|PROSITE-ProRule:PRU01140}.
